-11752,-1095,1.092000
-11734,-410,1.044000
-11600,-2126,1.177000
-11614,-1860,1.162000
-11353,-2889,1.263000
-11489,-2713,1.249000
-11587,-2400,1.211000
-11432,-2769,1.245000
-11559,-2115,1.185000
-11428,-2876,1.250000
-11600,-1867,1.158000
-11618,-1163,1.103000
-11704,-930,1.078000
-11427,-2708,1.232000
-11859,-997,1.098000
-11601,-2284,1.197000
-11670,-904,1.085000
-11363,-3282,1.279000
-11692,-1922,1.172000
-11560,-1894,1.158000
-11350,-3103,1.268000
-11619,-2011,1.175000
-11645,-1901,1.171000
-11401,-2694,1.241000
-11707,-2011,1.175000
-11436,-2306,1.209000
-11780,-1796,1.160000
-11705,-2328,1.200000
-11624,-2323,1.200000
-11360,-2399,1.211000
-11699,-1939,1.184000
-11699,-1500,1.131000
-11565,-2421,1.214000
-11774,-627,1.059000
-11458,-2742,1.233000
-11666,-2079,1.177000
-11695,-1006,1.086000
-11557,-1839,1.167000
-11648,-1445,1.128000
-11554,-2270,1.192000
-11728,-933,1.087000
-11702,-1061,1.093000
-11754,-1357,1.126000
-11721,-1079,1.094000
-11598,-2456,1.214000
-11798,-1387,1.122000
-11691,-1242,1.111000
-11831,-1054,1.091000
-11486,-2785,1.245000
-11632,-2050,1.185000
-11770,-1688,1.139000
-11611,-2435,1.207000
-11735,-1842,1.165000
-11729,-1210,1.109000
-11472,-2625,1.234000
-11327,-2695,1.230000
-11691,-1771,1.157000
-11648,-2084,1.183000
-11464,-2726,1.239000
-11549,-2075,1.177000
-11601,-2797,1.240000
-11613,-1707,1.154000
-11667,-1097,1.099000
-11714,-1478,1.121000
-11705,-1574,1.137000
-11707,-1779,1.143000
-11659,-1656,1.138000
-11895,-476,1.044000
-11676,-2172,1.179000
-11684,-1612,1.142000
-11495,-1685,1.148000
-11395,-2407,1.199000
-11686,-1632,1.145000
-11401,-2610,1.226000
-11439,-2473,1.219000
-11634,-1190,1.114000
-11502,-2389,1.210000
-11607,-2298,1.210000
-11727,-1971,1.180000
-11655,-1200,1.106000
-11607,-1758,1.147000
-11353,-3121,1.273000
-11267,-2873,1.263000
-11723,-861,1.081000
-11526,-1785,1.150000
-11376,-2656,1.247000
-11594,-1196,1.104000
-11573,-2254,1.191000
-11616,-1216,1.105000
-11580,-1570,1.149000
-11312,-2883,1.252000
-11367,-1705,1.157000
-11467,-2668,1.236000
-11742,-1764,1.153000
-11421,-2893,1.251000
-11396,-2511,1.220000
-11443,-1572,1.145000
-11478,-2541,1.220000
-11679,-1342,1.114000
-11421,-2909,1.256000
-11418,-2589,1.231000
-11427,-2115,1.192000
-11388,-2936,1.266000
-11453,-1635,1.150000
-11599,-1045,1.101000
-11444,-2440,1.213000
-11556,-1784,1.162000
-11694,-1486,1.129000
-11578,-1798,1.158000
-11538,-2138,1.187000
-11759,-1562,1.134000
-11484,-2951,1.260000
-11435,-2419,1.216000
-11684,-1667,1.145000
-11509,-2690,1.228000
-11777,-965,1.088000
-11548,-2072,1.174000
-11272,-2304,1.200000
-11618,-1508,1.124000
-11900,-1290,1.114000
-11537,-2396,1.190000
-11695,-1146,1.093000
-11788,-757,1.065000
-11826,-862,1.089000
-11496,-1992,1.176000
-11556,-1379,1.118000
-11335,-2915,1.252000
-11256,-3249,1.280000
-11409,-3225,1.279000
-11692,-2094,1.186000
-11474,-2962,1.259000
-11671,-1651,1.137000
-11599,-2081,1.174000
-11597,-1981,1.169000
-11147,-3487,1.308000
-11560,-2085,1.181000
-11551,-2151,1.189000
-11499,-2131,1.194000
-11741,-1839,1.165000
-11491,-2295,1.204000
-11858,-1688,1.148000
-11643,-1572,1.142000
-11563,-659,1.046000
-11676,-1705,1.147000
-11610,-2258,1.194000
-11302,-3335,1.294000
-11372,-2831,1.246000
-11451,-2820,1.256000
-11376,-3421,1.294000
-11487,-2454,1.217000
-11632,-2063,1.183000
-11655,-1166,1.110000
-11651,-1896,1.159000
-11728,-2337,1.202000
-11677,-1048,1.098000
-11654,-1727,1.147000
-11633,-1688,1.158000
-11759,-1414,1.129000
-11566,-1980,1.172000
-11713,-2228,1.194000
-11530,-2048,1.169000
-11503,-2635,1.241000
-11483,-2808,1.230000
-11625,-1896,1.157000
-11752,-1706,1.159000
-11665,-1692,1.148000
-11605,-1967,1.169000
-11633,-2152,1.186000
-11809,-663,1.058000
-11685,-1637,1.148000
-11542,-2098,1.182000
-11664,-1208,1.108000
-11645,-2118,1.190000
-11822,-1088,1.108000
-11502,-2010,1.159000
-11494,-2599,1.225000
-11346,-3074,1.273000
-11495,-1803,1.166000
-11610,-1794,1.164000
-11582,-2257,1.199000
-11709,-1333,1.109000
-11517,-2547,1.221000
-11382,-2558,1.219000
-11525,-2435,1.213000
-11615,-2319,1.201000
-11424,-2467,1.215000
-11673,-1807,1.146000
-11728,-1716,1.132000
-11444,-2267,1.190000
-11553,-2037,1.177000
-11613,-2115,1.189000
-11605,-2474,1.214000
-11583,-2040,1.173000
-11641,-2175,1.182000
-11620,-1945,1.164000
-11623,-1958,1.172000
-11799,-1266,1.114000
-11773,-1333,1.107000
-11941,-1767,1.161000
-11771,-1206,1.119000
-11651,-1480,1.137000
-11599,-2329,1.202000
-11578,-2437,1.205000
-11623,-1236,1.104000
-11431,-2616,1.227000
-11592,-1707,1.156000
-11582,-1549,1.126000
-11421,-2932,1.260000
-11684,-1464,1.125000
-11309,-2886,1.255000
-11235,-3152,1.280000
-11556,-2413,1.209000
-11662,-1607,1.131000
-11583,-2420,1.199000
-11647,-1576,1.135000
-11413,-2931,1.259000
-11346,-2880,1.255000
-11760,-1798,1.153000
