496.838043,-41.654758,-0.047938
979.192810,-82.901535,-0.095467
-386.150604,68.064926,0.030021
-2929.847656,255.007416,0.279114
-6417.060547,390.218567,0.639059
-9860.504883,706.649170,0.982852
-12234.781250,1014.496704,1.225647
-13357.740234,1239.856201,1.349399
-13139.803711,1235.831543,1.350547
-12921.859375,1046.943848,1.365435
-12682.480469,952.947266,1.367191
-12464.973633,669.419617,1.387201
-12268.516602,432.630432,1.405212
-12043.048828,277.727234,1.419997
-11800.171875,-9.012365,1.451061
-11521.495117,-270.099030,1.481111
-11217.682617,-510.081146,1.513042
-10877.154297,-624.938354,1.531059
-10510.206055,-762.608398,1.550052
-10150.164062,-933.219177,1.574529
-9795.369141,-1115.820068,1.599299
-9433.026367,-1324.278564,1.618422
-9105.130859,-1490.502075,1.627850
-8827.387695,-1613.443481,1.632060
-8522.120117,-1747.297363,1.633862
-8186.482910,-1918.589478,1.636617
-7827.603516,-2045.791260,1.638301
-7470.521973,-2170.024414,1.641456
-7105.652344,-2274.092041,1.641243
