-12178,1021,1.175000
-11823,1011,1.165000
-11648,82,1.277000
-11649,1695,1.124000
-11163,1523,1.129000
-11101,733,1.216000
-10993,436,1.221000
-10737,-206,1.276000
-10377,1123,1.150000
-10430,101,1.255000
-10208,-629,1.323000
-9793,-116,1.290000
-9554,-849,1.362000
-9226,-647,1.339000
-8939,-550,1.360000
-8665,-761,1.368000
-8213,-1484,1.431000
-7966,-1135,1.421000
-7794,-1428,1.447000
-7411,-1510,1.404000
-7165,-1582,1.414000
-7157,-1654,1.432000
-6463,-2045,1.450000
-6186,-2043,1.426000
-5958,-1874,1.419000
-5794,-2116,1.435000
-5358,-2203,1.428000
-5253,-2206,1.442000
-5032,-2138,1.417000
